Job Title,Job URL,Company Name,Compnay URL,Exp,Salary,Location,Skills,Posted
Data Management Analyst in Consumer Durable -Noida @6 LPA,https://www.naukri.com/job-listings-data-management-analyst-in-consumer-durable-noida-6-lpa-hiring-for-consumer-electronics-and-appliances-noida-noida-4-to-9-years-090621002193?src=jobsearchDesk&sid=16233957827611842_14&xp=8&px=15,Hiring for Consumer Electronics and Appliances (Noida),https://www.naukri.com/job-manifest-hr-consulting-jobs-careers-4058330,4-9 Yrs,"4,00,000 - 6,00,000 PA.",Noida,Data Management|Data Analysis|Data Management analyst|MIS Reporting,
Product Development Executive,https://www.naukri.com/job-listings-product-development-executive-iffco-mc-crop-science-private-limited-vijayawada-guntur-2-to-4-years-090621000061?src=jobsearchDesk&sid=16233957827611842_14&xp=9&px=15,Iffco-MC Crop Science Private Limited,https://www.naukri.com/iffco-mc-crop-science-jobs-careers-4110658,2-4 Yrs,Not disclosed,"Vijayawada, Guntur",field trails|New Product Development|research and development|Data Analysis|bio efficacy|regulatory trails,
Data Analyst - Tableau + SQL - Retail,https://www.naukri.com/job-listings-data-analyst-tableau-sql-retail-change-leaders-delhi-ncr-1-to-3-years-060421908367?src=jobsearchDesk&sid=16233957827611842_14&xp=10&px=15,Change Leaders,https://www.naukri.com/premium-jobs-careers-852658,1-3 Yrs,Not disclosed,Delhi / NCR,Data Analysis|Tableau|SQL|Interpersonal Skills,1 Day Ago
Economics Academic Writing Internship,https://www.naukri.com/job-listings-economics-academic-writing-internship-paperpedia-private-limited-pune-0-to-0-years-090621002207?src=jobsearchDesk&sid=16233957827611842_14&xp=11&px=15,Paperpedia private limited,https://www.naukri.com/paperpedia-jobs-careers-1805240,0-0 Yrs,Not disclosed,Pune,Academic Writing|Academic Research|Microeconomics|Macroeconomics|Research|Content Writing|Report Writing,2 Days Ago
Data Engineer :: US MNC :: Pune/Noida/Gurg/Bang/Hyd/chennai,https://www.naukri.com/job-listings-data-engineer-us-mnc-pune-noida-gurg-bang-hyd-chennai-people-staffing-solutions-noida-hyderabad-secunderabad-pune-gurgaon-gurugram-chennai-bangalore-bengaluru-3-to-8-years-090621003776?src=jobsearchDesk&sid=16233957827611842_14&xp=12&px=15,PEOPLE STAFFING SOLUTIONS,https://www.naukri.com/people-staffing-solutions-jobs-careers-191012,3-8 Yrs,"7,00,000 - 17,00,000 PA.","Noida, Hyderabad, Pune, Gurgaon, Chennai, Bangalore",ETL|Big data|RDBMS|SQL|Python|IT Skills|data engineer|Data Analysis,
Data Analyst /Business Analyst-Banglore,https://www.naukri.com/job-listings-data-analyst-business-analyst-banglore-creative-indians-bangalore-bengaluru-2-to-4-years-100621002810?src=jobsearchDesk&sid=16233957827611842_14&xp=13&px=15,Creative Indians,https://www.naukri.com/creative-indians-jobs-careers-120574,2-4 Yrs,"8,00,000 - 10,00,000 PA.",Bangalore,Business Analyst|Data Analyst|SQL|Python,
IT Business Analyst,https://www.naukri.com/job-listings-it-business-analyst-webmobril-staffing-solutions-llp-bangalore-bengaluru-7-to-12-years-090621006484?src=jobsearchDesk&sid=16233957827611842_14&xp=14&px=15,WEBMOBRIL STAFFING SOLUTIONS LLP,https://www.naukri.com/webmobril-staffing-solutions-jobs-careers-5994702,7-12 Yrs,"15,00,000 - 20,00,000 PA.",Bangalore,data analysis|Hadoop|SQL|Communication|Teradata|GCP|analysis|Business systems analysis,1 Day Ago
Data Analyst Min 2-5 Exp  Data Analysis SQL and BigQuery (SQL),https://www.naukri.com/job-listings-data-analyst-min-2-5-exp-data-analysis-sql-and-bigquery-sql-vishwakarma-consultancy-services-bhopal-bangalore-bengaluru-2-to-7-years-090621002305?src=jobsearchDesk&sid=16233957827611842_14&xp=15&px=15,Vishwakarma Consultancy Services,https://www.naukri.com/vishwakarma-consultancy-services-jobs-careers-876552,2-7 Yrs,"6,00,000 - 8,00,000 PA.","Bhopal, Bangalore",Data Analysis|BigQuery|SQL|SQL Server Development|Data Management|SQL Development|Big Data|Data Extraction,
Product Data Analyst ( Leading MNC ),https://www.naukri.com/job-listings-product-data-analyst-leading-mnc-brainhunt-consultants-private-limited-bangalore-bengaluru-2-to-5-years-090621001190?src=jobsearchDesk&sid=16233957827611842_14&xp=16&px=15,BRAINHUNT CONSULTANTS PRIVATE LIMITED,https://www.naukri.com/brainhunt-consultants-jobs-careers-18382,2-5 Yrs,"5,00,000 - 10,00,000 PA.",Bangalore,Financial Analysis|SAP|Product Data Analyst|Power BI|Analytical Skills|Project schedule|Problem Solving|Charts,
"Executive Assistant, Pune",https://www.naukri.com/job-listings-executive-assistant-pune-salahkaar-pune-8-to-10-years-111220004939?src=jobsearchDesk&sid=16233957827611842_14&xp=17&px=15,Salahkaar,https://www.naukri.com/salahkaar-jobs-careers-79621,8-10 Yrs,Not disclosed,Pune,Business English|Data Management|Scheduling|MS Office|good communications|Powerpoint|Client Coordination|Office Administration,
Associate Consultant-Data Analyst,https://www.naukri.com/job-listings-associate-consultant-data-analyst-spectral-consultants-search-and-recruitments-firm-pune-gurgaon-gurugram-3-to-5-years-100621008114?src=jobsearchDesk&sid=16233957827611842_14&xp=18&px=15,Spectral Consultants -Search and Recruitments Firm,https://www.naukri.com/spectral-consultants-search-and-recruitments-firm-jobs-careers-9331,3-5 Yrs,Not disclosed,"Pune, Gurgaon",Consulting|Team Leading|Data Analytics|Predictive Modeling|Business Analytics|Regression|Forecasting|SQL,
Data Analyst(SQL+ Tableau/Qlikview) - Banking Domain - Pune,https://www.naukri.com/job-listings-data-analyst-sql-tableau-qlikview-banking-domain-pune-people-staffing-solutions-pune-9-to-13-years-100621006131?src=jobsearchDesk&sid=16233957827611842_14&xp=19&px=15,PEOPLE STAFFING SOLUTIONS,https://www.naukri.com/people-staffing-solutions-jobs-careers-191012,9-13 Yrs,"18,00,000 - 27,50,000 PA.",Pune,Microstrategy|Data Analysis|QlikView|Tableau|data analyst|SQL,
Senior Data Analyst - Python/ AWS,https://www.naukri.com/job-listings-senior-data-analyst-python-aws-resources-valley-jaipur-4-to-7-years-240920902361?src=jobsearchDesk&sid=16233957827611842_14&xp=20&px=15,Resources Valley,https://www.naukri.com/premium-jobs-careers-852658,4-7 Yrs,Not disclosed,Jaipur,Redis|JIRA|PowerPoint|AWS|R|analytical|Shell Scipting|Git,1 Day Ago
Big Data Analyst - Python/ Unix/ Spark,https://www.naukri.com/job-listings-big-data-analyst-python-unix-spark-esoteky-solutions-private-limited-hyderabad-secunderabad-6-to-8-years-160920902369?src=jobsearchDesk&sid=16233957827611842_15&xp=1&px=16,EsoTeky Solutions Private Limited,https://www.naukri.com/premium-jobs-jobs-careers-678662,6-8 Yrs,Not disclosed,Hyderabad,Spark|Big Data|Shell Scripting|data analysis|Metadata|UNIX|Teradata|Python,1 Day Ago
Senior Manager - CCAR Modeling - BFS,https://www.naukri.com/job-listings-senior-manager-ccar-modeling-bfs-huquo-consulting-pvt-ltd-gurgaon-gurugram-6-to-11-years-150221900564?src=jobsearchDesk&sid=16233957827611842_15&xp=2&px=16,Huquo Consulting Pvt. Ltd,https://www.naukri.com/premium-jobs-careers-852658,6-11 Yrs,Not disclosed,Gurgaon,data analysis|SAS|Basel|Statistical Modeling|statistical modeling|loss forecasting|quantitative analysis|Statistics,1 Day Ago
Data Analyst - BFSI,https://www.naukri.com/job-listings-data-analyst-bfsi-huquo-consulting-pvt-ltd-delhi-ncr-5-to-6-years-120321900398?src=jobsearchDesk&sid=16233957827611842_15&xp=3&px=16,Huquo Consulting Pvt. Ltd,https://www.naukri.com/premium-jobs-careers-852658,5-6 Yrs,Not disclosed,Delhi / NCR,NLP|Statistical Modeling|Data Mining|Data Visualization|Data Modeling|Data Analytics|Machine Learning|Analytics,1 Day Ago
Virtual Walk -  Loads Analysis Engineer,https://www.naukri.com/job-listings-virtual-walk-loads-analysis-engineer-harita-techserv-limited-chennai-4-to-8-years-110621000707?src=jobsearchDesk&sid=16233957827611842_15&xp=4&px=16,Harita Techserv Limited,https://www.naukri.com/harita-techserv-jobs-careers-702127,12-Jun,Not disclosed,Chennai,NVH|Ncode|Excel|Test Data|Adams|Vehicle Dynamics|Data Analysis|Data Acquisition,Just Now
Job Opening // Marketing- CRM Manager // Premium Beauty Brand // Noida,https://www.naukri.com/job-listings-opening-marketing-crm-manager-beauty-brand-noida-unison-international-consulting-pvt-ltd-delhi-ncr-4-to-9-years-100621007551?src=jobsearchDesk&sid=16233957827611842_15&xp=5&px=16,Unison International Consulting Pvt. Ltd,https://www.naukri.com/unison-international-consulting-jobs-careers-1309,4-9 Yrs,"6,00,000 - 12,00,000 PA.",Delhi / NCR,Data Analysis|Loyalty|CRM,1 Day Ago
Virtual Walk In For  Loads Analysis Engineer,https://www.naukri.com/job-listings-virtual-walk-in-for-loads-analysis-engineer-harita-techserv-limited-chennai-4-to-8-years-100621006316?src=jobsearchDesk&sid=16233957827611842_15&xp=6&px=16,Harita Techserv Limited,https://www.naukri.com/harita-techserv-jobs-careers-702127,12-Jun,Not disclosed,Chennai,NVH|Ncode|Excel|Test Data|Adams|Vehicle Dynamics|Data Analysis|Data Acquisition,1 Day Ago
Virtual Walkin - Load Analysis Engineer - Chennai,https://www.naukri.com/job-listings-virtual-walkin-load-analysis-engineer-chennai-harita-techserv-limited-chennai-4-to-8-years-100621006120?src=jobsearchDesk&sid=16233957827611842_15&xp=7&px=16,Harita Techserv Limited,https://www.naukri.com/harita-techserv-jobs-careers-702127,12-Jun,Not disclosed,Chennai,Python scripting|Data Analysis|nCode flo|Data Acquisition,1 Day Ago
Business Analyst x2 - Loans or Data Warehousing - Saudi Arabia,https://www.naukri.com/job-listings-business-analyst-x2-loans-or-data-warehousing-saudi-arabia-linnk-group-limited-saudi-arabia-4-to-9-years-100621000078?src=jobsearchDesk&sid=16233957827611842_15&xp=8&px=16,Linnk Group Limited,https://www.naukri.com/linnk-group-jobs-careers-4978920,4-9 Yrs,"35,000 - 50,000 PA.",Saudi Arabia,Loans|Data Warehousing|Business Analysis|Training Programs|Enterprise Manager|Report Preparation|Technical Support|Metadata,1 Day Ago
Data Steward_Testing  (MA),https://www.naukri.com/job-listings-data-steward-testing-ma-manpowergroup-services-india-private-limited-hyderabad-secunderabad-5-to-7-years-090621001441?src=jobsearchDesk&sid=16233957827611842_15&xp=9&px=16,ManpowerGroup Services India Private Limited,https://www.naukri.com/manpowergroup-services-india-jobs-careers-742,5-7 Yrs,"6,00,000 - 10,00,000 PA.",Hyderabad,ML|sql|spark python|AI|hive|IT Skills|Python|Testing,2 Days Ago
Big Data Engineer,https://www.naukri.com/job-listings-big-data-engineer-oracle-india-pvt-ltd-hyderabad-secunderabad-pune-bangalore-bengaluru-mumbai-all-areas-7-to-12-years-100621006456?src=jobsearchDesk&sid=16233957827611842_15&xp=10&px=16,Oracle India Pvt. Ltd.,https://www.naukri.com/oracle-india-jobs-careers-16512,7-12 Yrs,Not disclosed,"Hyderabad, Pune, Bangalore, Mumbai",IT Skills|Java|Python|Data Science|Cloud|Oracle|Big Data|Oracle Data Integrator,1 Day Ago
Azure Data Engineer,https://www.naukri.com/job-listings-azure-data-engineer-mindteck-india-ltd-kolkata-hyderabad-secunderabad-chennai-bangalore-bengaluru-delhi-ncr-mumbai-all-areas-4-to-9-years-110621003294?src=jobsearchDesk&sid=16233957827611842_15&xp=11&px=16,Mindteck (India) Ltd,https://www.naukri.com/mindteck-india-jobs-careers-2053,4-9 Yrs,"12,00,000 - 19,00,000 PA.","Kolkata, Hyderabad, Chennai, Bangalore, Delhi / NCR, Mumbai",Azure Data Factory|Azure|Power Bi|data engineer|Azure Databricks|Azure Data Lake|Python,Just Now
Lead Data Scientist,https://www.naukri.com/job-listings-lead-data-scientist-fractal-analytics-pvt-ltd-gurgaon-gurugram-bangalore-bengaluru-mumbai-all-areas-10-to-15-years-110621003012?src=jobsearchDesk&sid=16233957827611842_15&xp=12&px=16,Fractal Analytics,https://www.naukri.com/fractal-analytics-jobs-careers-3957170,10-15 Yrs,Not disclosed,"Gurgaon, Bangalore, Mumbai",R|NoSQL|Artificial Intelligence|Data Structures|Go|Supply Chain Management|Marketing Analytics|Machine Learning,Just Now
Information Security Analyst- Contract,https://www.naukri.com/job-listings-information-security-analyst-contract-world-wide-technology-kolkata-hyderabad-secunderabad-chennai-bangalore-bengaluru-delhi-ncr-mumbai-all-areas-india-5-to-10-years-100621000119?src=jobsearchDesk&sid=16233957827611842_15&xp=13&px=16,World Wide Technology,https://www.naukri.com/world-wide-technology-jobs-careers-1893226,5-10 Yrs,Not disclosed,"Kolkata, Hyderabad, Chennai, Bangalore, Delhi / NCR, Mumbai, India",Security Analysis|IT Risk|Cisa|ISO 27001|Information Security|Cyber Security Frame Work|NIST Frame Work|Cissp,1 Day Ago
Vice President - Engineering - Python/Django/Ruby on Rails,https://www.naukri.com/job-listings-vice-president-engineering-python-django-ruby-on-rails-wrackle-technologies-pvt-ltd-bangalore-bengaluru-6-to-11-years-170221906787?src=jobsearchDesk&sid=16233957827611842_15&xp=14&px=16,Wrackle Technologies Pvt Ltd,https://www.naukri.com/premium-jobs-jobs-careers-678662,6-11 Yrs,Not disclosed,Bangalore,IT Skills|Java|Python|Data Science|React.js|Big Data|AWS|Ruby on Rails,1 Day Ago
Telco Network Architect,https://www.naukri.com/job-listings-telco-network-architect-ibm-india-pvt-limited-bangalore-bengaluru-10-to-15-years-100621906954?src=jobsearchDesk&sid=16233957827611842_15&xp=15&px=16,IBM India Pvt. Limited,https://www.naukri.com/ibm-india-jobs-careers-16987,10-15 Yrs,Not disclosed,Bangalore,Service management|Telecom|network automation|Network design|Networking|telco|Cloud|Technical leadership,1 Day Ago
Urgent openings Bigdata Hadoop Engineer_ Wipro Bangalore,https://www.naukri.com/job-listings-urgent-openings-bigdata-hadoop-engineer-wipro-bangalore-wipro-limited-kolkata-hyderabad-secunderabad-chennai-bangalore-bengaluru-6-to-10-years-100621007737?src=jobsearchDesk&sid=16233957827611842_15&xp=16&px=16,Wipro Limited,https://www.naukri.com/wipro-jobs-careers-3316450,6-10 Yrs,Not disclosed,"Kolkata, Hyderabad, Chennai, Bangalore",Spark|IT Skills|Java|Python|Data Science|Cloud|Big Data|Azure,1 Day Ago
Data Architect //Immediate Joiners,https://www.naukri.com/job-listings-data-architect-immediate-joiners-tech-mahindra-ltd-bangalore-bengaluru-6-to-11-years-100621005627?src=jobsearchDesk&sid=16233957827611842_15&xp=17&px=16,Tech Mahindra Ltd.,https://www.naukri.com/tech-mahindra-jobs-careers-100007,6-11 Yrs,"18,00,000 - 33,00,000 PA.",Bangalore,IT Skills|Software Development|Data Science|Big Data|Tableau|Data Transformation|Communication Skills|Customer Centric,1 Day Ago
Hiring For UX Designer (Enterprise / Customer app Designers),https://www.naukri.com/job-listings-hiring-for-ux-designer-enterprise-customer-app-designers-innominds-software-sez-india-private-limited-hyderabad-secunderabad-bangalore-bengaluru-5-to-10-years-100621002636?src=jobsearchDesk&sid=16233957827611842_15&xp=18&px=16,INNOMINDS SOFTWARE SEZ INDIA PRIVATE LIMITED,https://www.naukri.com/innominds-sez-india-jobs-careers-14928,5-10 Yrs,"6,00,000 - 16,00,000 PA.","Hyderabad, Bangalore",Ux Design|Product Design|User Experience|Enterprise Applications|Design Principles|CSS|UX|Artificial Intelligence,1 Day Ago
Machine Learning Engineer,https://www.naukri.com/job-listings-machine-learning-engineer-ibm-india-pvt-limited-bangalore-bengaluru-3-to-7-years-090621907455?src=jobsearchDesk&sid=16233957827611842_15&xp=19&px=16,IBM India Pvt. Limited,https://www.naukri.com/ibm-india-jobs-careers-16987,3-7 Yrs,Not disclosed,Bangalore,IT Skills|Java|Python|Data Science|Machine Learning|Cloud|DevOps|Solution design,1 Day Ago
Data Scientist: Advanced Analytics,https://www.naukri.com/job-listings-data-scientist-advanced-analytics-ibm-india-pvt-limited-bangalore-bengaluru-10-to-15-years-090621907142?src=jobsearchDesk&sid=16233957827611842_15&xp=20&px=16,IBM India Pvt. Limited,https://www.naukri.com/ibm-india-jobs-careers-16987,10-15 Yrs,Not disclosed,Bangalore,IT Skills|Data Science|Base SAS|Interpersonal skills|SAS|Time management|MIS|Analytical,1 Day Ago
CC Lead-Backend & Microservices Technologies,https://www.naukri.com/job-listings-cc-lead-backend-microservices-technologies-shell-india-markets-private-limited-bangalore-bengaluru-13-to-18-years-090621906277?src=jobsearchDesk&sid=16233957827611842_16&xp=1&px=17,Shell India Markets Private Limited,https://www.naukri.com/shell-india-markets-jobs-careers-3076036,13-18 Yrs,Not disclosed,Bangalore,C#|Java|.Net Core|Xamarin|Azure Functions|Javascript Frameworks|ASP.Net MVC|WPF,1 Day Ago
Cloud Service Engineer,https://www.naukri.com/job-listings-cloud-service-engineer-yitro-business-consultants-india-pvt-ltd-bangalore-bengaluru-5-to-10-years-090621906128?src=jobsearchDesk&sid=16233957827611842_16&xp=2&px=17,Yitro Business Consultants (India) Pvt Ltd,https://www.naukri.com/premium-jobs-jobs-careers-678662,5-10 Yrs,Not disclosed,Bangalore,Automation|Arcsight|SaaS|Packer|Linux|Docker|Cloud|CICD,1 Day Ago
Senior Data Engineer - ETL/Data Warehousing,https://www.naukri.com/job-listings-senior-data-engineer-etl-data-warehousing-parkcom-pune-7-to-12-years-310321903061?src=jobsearchDesk&sid=16233957827611842_16&xp=3&px=17,Parkcom,https://www.naukri.com/premium-jobs-jobs-careers-678662,7-12 Yrs,Not disclosed,Pune,S3|Cognos|Redshift|Data Warehousing|SQL|ETL development|CICD|Spark,1 Day Ago
PowerPoint Presentation Specialist( Graphic Designing) (4-6 yrs)- Pune,https://www.naukri.com/job-listings-powerpoint-presentation-specialist-graphic-designing-4-6-yrs-pune-crisil-limited-pune-4-to-7-years-261120002442?src=jobsearchDesk&sid=16233957827611842_16&xp=4&px=17,CRISIL LIMITED,https://www.naukri.com/crisil-jobs-careers-4114,4-7 Yrs,Not disclosed,Pune,Graphics|Presentation Skills|Illustrator|Adobe Creative Cloud|Infographics|Captivate|Business Presentations|Prototyping,1 Day Ago
Quant Analyst,https://www.naukri.com/job-listings-quant-analyst-imarkserv-mumbai-3-to-7-years-180620907270?src=jobsearchDesk&sid=16233957827611842_16&xp=5&px=17,iMarkserv,https://www.naukri.com/premium-jobs-jobs-careers-678662,3-7 Yrs,Not disclosed,Mumbai,Data Visualization|Data Analytics|Machine Learning|Statistics|Analytics|Quant|Python,1 Day Ago
